Website URL,337 Redundant Entry,331 Error Identification,247 Focus is Visible,JSON Filename
https://aagauth.b2clogin.com/AAGAuth.onmicrosoft.com/oauth2/v2.0/authorize?p=B2C_1_SignUp&client_id=c1c94de3-6fe0-485c-bc40-addf8f4ae11f&nonce=defaultNonce&redirect_uri=https%3A%2F%2Fwww2.aag.org&scope=openid&response_type=id_token&prompt=login&response_mode=query,True,Possible regex issue,True,aag.org_cleaned.json
https://aanswr.com/account/register,True,False,True,aanswr.com_cleaned.json
https://aao-usa.com/account/register,True,False,True,aao-usa.com_cleaned.json
https://www.aap.org/en/my-account/create-individual-account/,True,True,True,publications.aap.org_cleaned.json
https://aardvarkstraws.com/account/register,True,True,True,aardvarkstraws.com_cleaned.json
https://store.aaroncanter.com/account/register,True,False,True,aaroncanter.com_cleaned.json
https://www.aauni.edu/apply/sign/up/,True,Possible error due to shopify CAPTCHA.,True,aauni.edu_cleaned.json
https://secure.abaa.org/create_account.php,True,True,True,abaa.org_cleaned.json
https://www.abaleadascores.es/iniciar-sesion?create_account=1,True,Possible regex issue,True,abaleadascores.es_cleaned.json
https://www.abbonamenti.it/registrazione,True,True,True,abbonamenti.it_cleaned.json
https://www.abbottlyon.com/account/register,True,Possible error due to shopify CAPTCHA.,True,abbottlyon.com_cleaned.json
https://www.abbysguide.com/signup.php?s=,True,Possible regex issue,True,abbysguide.com_cleaned.json
https://www.abc.pl/register/,True,True,True,abc.pl_cleaned.json
https://abcunderwear.com/account/register,True,Possible error due to shopify CAPTCHA.,True,abcunderwear.com_cleaned.json
https://abide.com/signup,True,True,True,abide.co_cleaned.json
https://abientot713.com/account/register,True,False,True,abientot713.com_cleaned.json
https://abientot713.com/account/register,True,False,True,shopabientot.com_cleaned.json
https://abilitymagazine.com/amember/signup,True,Possible regex issue,True,abilitymagazine.com_cleaned.json
https://www.abilitysuperstore.com/account/register,True,True,True,abilitysuperstore.com_cleaned.json
https://ironvest.com/app/blur-sign-up/,True,Possible regex issue,True,abine.com_cleaned.json
https://www.abitur-und-studium.de/Login,True,Possible regex issue,True,abitur-und-studium.de_cleaned.json
https://app.abmtax.ca/app/register,True,Possible regex issue,True,abmtax.ca_cleaned.json
https://abokifx.com/members/sign_up,True,True,True,abokifx.com_cleaned.json
https://aboutvintage.com/account/register,True,Possible error due to shopify CAPTCHA.,True,aboutvintage.com_cleaned.json
https://abramsandchronicle.co.uk/account/register,True,False,True,abramsandchronicle.co.uk_cleaned.json
https://www.absatzplus.at/customer/account/create/,True,False,True,absatzplus.at_cleaned.json
https://www.absolutecollagen.com/account/register,True,Possible error due to shopify CAPTCHA.,True,absolutecollagen.com_cleaned.json
https://absolutedigitizer.com/signup.php,True,Possible error due to shopify CAPTCHA.,True,absolutedigitizing.com_cleaned.json
https://abundantearthfiber.com/account/register,True,False,True,abundantearthfiber.com_cleaned.json
https://www.acacia.co/account/register,True,True,True,acacia.co_cleaned.json
https://app.acadle.com/register,True,True,True,acadle.com_cleaned.json
https://sso.reg.eleyo.com/register?,True,True,True,acc.reg.eleyo.com_cleaned.json
https://accentclothing.com/register,True,True,True,accentclothing.com_cleaned.json
https://login.iu.edu/guest/new,True,Possible regex issue,True,access.iu.edu_cleaned.json
https://access.oup.com/eac/accountRegistration.htm,True,Possible regex issue,True,access.oup.com.json
https://tour.swallowed.com/join?nats=OS4xLjEuMS4zLjAuMC4wLjA,True,True,True,access.swallowed.com.json
https://portal.covermymeds.com/signup?step=start-account,True,Possible regex issue,True,account.covermymeds.com_cleaned.json
https://account.municipalonlinepayments.com/Account/Register?returnUrl=%2F,True,False,True,account.municipalonlinepayments.com_cleaned.json
https://app.accountablehq.com/sign_up,True,False,True,accountablehq.com_cleaned.json
https://accounts.crimsonjapan.co.jp/Registration/UserRegistrationForm?ReturnUrl=L2Nvbm5lY3QvYXV0aG9yaXplL2NhbGxiYWNrP2NsaWVudF9pZD13ZWJmb3JtQ0lKJkFwcGxpY2F0aW9uSUQ9OSZzY29wZT1vcGVuaWQgYXBpMSZzdGF0ZT0wOTljYzYxZjk0NDU0NTIwYmIzNWY0MTEyOWQ2NTA2NyZicmFuZD1DSUomcmVkaXJlY3RfdXJpPWh0dHBzOi8vbXkuY3JpbXNvbmphcGFuLmNvLmpwL01vZHVsZXMvU2VhcmNoL1NlYXJjaC5hc3B4JnJlc3BvbnNlX3R5cGU9Y29kZSZJZGVudGlmaWVyQ29kZT1KUEIyQ1RSJmxvZ2luX3ZpZXc9MSZTdWJEb21haW5NYXBwaW5nSUQ9MTg1JnVpX2xvY2FsZXM9enUmZW50aXR5aWQ9MiZJc0Zyb21SZWdpc3RyYXRpb25QYWdlPTE%3D,True,False,True,accounts.crimsonjapan.co.jp.json
https://accounts.formaloo.net/profiles/signup/,True,False,True,accounts.formaloo.net.json
https://accounts.ulatus.com/Registration/UserRegistrationForm?ReturnUrl=L2Nvbm5lY3QvYXV0aG9yaXplL2NhbGxiYWNrP2NsaWVudF9pZD13ZWJmb3JtVWxhdHVzJkFwcGxpY2F0aW9uSUQ9NyZzY29wZT1vcGVuaWQgYXBpMSZzdGF0ZT1mMDIwZWU0OTdlYjY0ZmI3OGI2MTc2ZWMxMmVhYTg3MyZicmFuZD11bGF0dXMmcmVkaXJlY3RfdXJpPWh0dHBzOi8vbXkudWxhdHVzLmNvbS9Nb2R1bGVzL1NlYXJjaC9TZWFyY2guYXNweCZyZXNwb25zZV90eXBlPWNvZGUmSWRlbnRpZmllckNvZGU9SmFwYW5CMkMmbG9naW5fdmlldz0xJlN1YkRvbWFpbk1hcHBpbmdJRD0zMiZ1aV9sb2NhbGVzPWphLUpQJmVudGl0eWlkPTEmSXNGcm9tUmVnaXN0cmF0aW9uUGFnZT0x,True,False,True,accounts.ulatus.com.json
https://accsmarket.com/en/registration/partner,True,True,True,accsmarket.com_cleaned.json
https://www.acmebrandingcompany.com/signup,True,Possible regex issue,True,acmebranding.com_cleaned.json
https://www.acousticdesignworks.com/account/register,True,True,True,acousticdesignworks.com_cleaned.json
https://www.acoustimac.com/customer/account/create/,True,True,True,acoustimac.com_cleaned.json
https://acquirebase.com/signup,True,True,True,acquirebase.com_cleaned.json
https://nowcc.acquiretm.com/register_new_clean.aspx,True,Possible error due to shopify CAPTCHA.,True,acquiretm.com_cleaned.json
https://act.eff.org/register,True,True,True,act.eff.org_cleaned.json
https://act.eff.org/register,True,True,True,eff.org_cleaned.json
https://act.eff.org/register,True,True,True,savecrypto.org_cleaned.json
https://en.actionbound.com/signup/trial-edu,True,True,True,actionbound.com_cleaned.json
https://activ5.com/account/register,True,True,True,activ5.com_cleaned.json
https://activ5.com/account/register,True,True,True,activbody.com_cleaned.json
https://activaboualaa.com/account/register,True,True,True,activaboualaa.com_cleaned.json
https://store.activeautowerke.com/account/register,True,True,True,activeautowerke.com_cleaned.json
https://activecarestore.co.uk/account/register,True,Possible error due to shopify CAPTCHA.,True,activecarestore.co.uk_cleaned.json
https://activepages.com.au/register,True,True,True,activepages.com.au_cleaned.json
https://www.activitysport.com.ua/index.php?route=affiliate/register,True,Possible regex issue,True,activitysport.com.ua_cleaned.json
https://ada-compliance.com/user/registration,True,True,True,ada-compliance.com_cleaned.json
https://www.adabible.org/create-account/,True,True,True,adabible.org_cleaned.json
https://accounts.adafruit.com/users/sign_up,True,True,True,adafruit.com_cleaned.json
https://www.adanslibas.com/account/register,True,True,True,adanslibas.com_cleaned.json
https://unity.hardrock.com/sign-up,True,True,True,accounts.seminolewildcard.com.json
https://www.spotify.com/us/signup?flow_id=4d517624-460e-4b7b-be92-a0b78bca8a23%3A1740971051&forward_url=https%3A%2F%2Fopen.spotify.com%2F__noul__%3Fl2l%3D1%26nd%3D1,True,Possible regex issue,True,accounts.spotify.com.json
https://adanola.com/account/register,True,Possible error due to shopify CAPTCHA.,True,adanola.com_cleaned.json
http://adcalm.com/signup,True,True,True,adcalm.com_cleaned.json
https://adclicks.io/register,True,True,True,adclicks.io_cleaned.json
https://www.addressschool.com/Register,True,False,True,addressschool.com_cleaned.json
https://digital.library.adelaide.edu.au/dspace/register,True,Possible regex issue,True,adelaide.edu.au_cleaned.json
https://adenmobile.com/home/register,True,Possible regex issue,True,adenmobile.com_cleaned.json
https://www.adeptcosmetics.com/account/register,True,True,True,adeptcosmetics.com_cleaned.json
https://seminars.adhdmarriage.com/users/sign_up,True,Possible error due to shopify CAPTCHA.,True,adhdmarriage.com_cleaned.json
https://www.adirondackwinery.com/Visit-/-Contact-Us/Inner-Circle-Sign-Up,True,True,True,adirondackwinery.com_cleaned.json
https://admantum.com/members/register.php,True,True,True,admantum.com_cleaned.json
https://admin.hostpoint.ch/customer/Auth/Login,True,Possible regex issue,True,admin.hostpoint.ch_cleaned.json
https://www.sans.org/account/create,True,Possible error due to shopify CAPTCHA.,True,giac.org_cleaned.json
https://www.sans.org/account/create,True,Possible error due to shopify CAPTCHA.,True,admin.sans.org_cleaned.json
https://www.sans.org/account/create,True,Possible error due to shopify CAPTCHA.,True,sans.org_cleaned.json
http://admiracz.com/registrace/,True,Possible regex issue,True,admiracz.com_cleaned.json
https://pitt.mycollegeapplication.org/CreateAccount.aspx,True,Possible regex issue,True,admissions.pitt.edu_cleaned.json
https://adoc.pub/register,True,False,True,adoc.pub_cleaned.json
https://adoncn.com/login/?mod=register,True,True,True,adoncn.com_cleaned.json
https://frangiosafarms.com/account/register,True,Possible error due to shopify CAPTCHA.,True,adoptahoneybee.com_cleaned.json
https://adoption.com/sso/register,True,True,True,adoption.com_cleaned.json
https://adoptmetradingvalues.com/register.php,True,Possible regex issue,True,adoptmetradingvalues.com_cleaned.json
https://hiouchijewels.com/account/register,True,True,True,adornbysarahlewis.com_cleaned.json
https://www.adornmonde.com/account/register,True,Possible error due to shopify CAPTCHA.,True,adornmonde.com_cleaned.json
https://partner.adprecise.com/signup,True,False,True,adprecise.com_cleaned.json
https://account.golem.de/user/register,True,True,True,ads.golem.de_cleaned.json
https://ads.neptuneadspush.com/signup.php,True,True,True,ads.neptuneadspush.com_cleaned.json
https://www.adslthailand.com/register,True,True,True,adslthailand.com_cleaned.json
https://adtargeting.io/user/register,True,Possible regex issue,True,adtargeting.io_cleaned.json
https://advertisers.adtrue.com/sign-up,True,True,True,adtrue.com_cleaned.json
https://www.adultlook.com/a/register,True,Possible regex issue,True,adultlook.com_cleaned.json
https://www.adv-sound.com/account/register,True,Possible error due to shopify CAPTCHA.,True,adv-sound.com_cleaned.json
https://www.advancedrenamer.com/users_register,True,Possible regex issue,True,advancedrenamer.com_cleaned.json
https://www.advancedtrichology.com/account/register,True,False,True,advancedtrichology.com_cleaned.json
https://adventure16.com/account/register,True,Possible error due to shopify CAPTCHA.,True,adventure16.com_cleaned.json
https://www.adventuresincre.com/acrejobs/my-profile/#tab2,True,Possible regex issue,True,adventuresincre.com_cleaned.json
https://www.advfn.com/account/register,True,True,True,advfn.com_cleaned.json
https://app.advizr.com/ConsumerCampaignRegistration/?i=8d5cab41-ec0b-42cb-9580-a6bcc4b1684f&h=eyJhbGciOiJSUzI1NiJ9.eyJpZCI6IjhkNWNhYjQxLWVjMGItNDJjYi05NTgwLWE2YmNjNGIxNjg0ZiIsInR5cGUiOjN9.FBD4BRW4Clpp4d-HUsdcwmW79yCLfQpjwaWF6p71Py4,True,True,True,advizr.com_cleaned.json
http://adztec.com/cp/index.php?route=account/register,True,False,True,adztec.com_cleaned.json
https://www.aedes.com/account/register,True,Possible error due to shopify CAPTCHA.,True,aedes.com_cleaned.json
https://www.aeraforhome.com/account/register,True,Possible error due to shopify CAPTCHA.,True,aeraforhome.com_cleaned.json
https://aeropress.com/account/register,True,Possible error due to shopify CAPTCHA.,True,aeropress.com_cleaned.json
https://www.springermedizin.de/register?returnUrlAfterConfirmation=%2Fandere-probleme-beim-login%2F12298012,True,Possible regex issue,True,aerztezeitung.de_cleaned.json
https://www.aeyde.com/account/register,True,True,True,aeyde.com_cleaned.json
https://www.afacerist.ro/register,True,True,True,afacerist.ro_cleaned.json
https://affcoups.com/register/,True,Possible error due to shopify CAPTCHA.,True,affcoups.com_cleaned.json
https://affiliate.ionos.com/signup,True,True,True,affiliate.ionos.com_cleaned.json
https://affiliates.med.cash/signup/2374,True,True,True,affiliates.med.cash.json
https://affiliates.kavehome.com/affiliates/signup.php#SignupForm,True,Possible regex issue,True,affiliates2.kavehome.com_cleaned.json
https://www.afloral.com/account/register,True,True,True,afloral.com_cleaned.json
https://afribary.com/register,True,True,True,afribary.com_cleaned.json
https://africa-business.com/,True,Possible error due to shopify CAPTCHA.,True,africa-business.com_cleaned.json
https://afrobrutality.com/account/register,True,True,True,afrobrutality.com_cleaned.json
https://afrocenchix.com/account/register,True,True,True,afrocenchix.com_cleaned.json
https://services.afsa.gov.au/identity-service/register/details?type=ORG,True,Possible error due to shopify CAPTCHA.,True,afsa.gov.au_cleaned.json
https://shop.afternoontea.co.uk/account/create,True,True,True,afternoontea.co.uk_cleaned.json
https://tickets.aftonshows.com/cgi-bin/customer_signup.pl?action=signUp,True,False,True,aftonshows.com_cleaned.json
https://aftontickets.com/signup,True,Possible regex issue,True,aftontickets.com_cleaned.json
https://www.afw.com/register?returnUrl=%2Flogin%3FreturnUrl%3D%2Fcustomer%2Faddresses,True,Possible regex issue,True,afw.com_cleaned.json
https://www.ag.ch/de/smartserviceportal/konto/registrierung,True,True,True,ag.ch_cleaned.json
https://www.agcequipment.com.au/_myacct/login,True,True,True,agcequipment.com.au_cleaned.json
https://abonnees.agenceecofin.com/register-abonne/,True,Possible regex issue,True,agenceecofin.com_cleaned.json
https://agendaai.com.br/register.html?utm_content=login,True,Possible regex issue,True,agendaai.com.br_cleaned.json
https://aggv.ca/emuseum/users/register;jsessionid=C995C9A2005663C0CEEF24771137A2F0,True,Possible regex issue,True,aggv.ca_cleaned.json
https://pk.aghanoorofficial.com/account/register,True,True,True,aghanoorofficial.com_cleaned.json
https://agilestationery.com/account/register,True,False,True,agilestationery.co.uk_cleaned.json
https://www.agirlforalltime.com/account/register,True,True,True,agirlforalltime.com_cleaned.json
https://www.agmmobile.com/account/register,True,True,True,agmmobile.com_cleaned.json
https://agogie.com/account/register,True,Possible error due to shopify CAPTCHA.,True,agogie.com_cleaned.json
https://agolde.com/account/register,True,Possible error due to shopify CAPTCHA.,True,agolde.com_cleaned.json
https://agrole.com/register,True,Possible regex issue,True,agrole.com_cleaned.json
https://agroserver.ru/account/reg/here/?fr=,True,True,True,agroserver.ru_cleaned.json
https://www.agrositio.com.ar/registracion/usuarios-alta.php,True,Possible regex issue,True,agrositio.com.ar_cleaned.json
https://agsmarkets.com/registration-live-account/,True,Possible error due to shopify CAPTCHA.,True,agsmarkets.com_cleaned.json
https://aguriworld.co.uk/my-account/,True,True,True,aguriworld.co.uk_cleaned.json
https://www.ahava.com/account/register,True,True,True,ahavaus.com_cleaned.json
https://ahealthyphilosophy.com/members/signup,True,Possible regex issue,True,ahealthyphilosophy.com_cleaned.json
https://ahlvar.com/account/register,True,True,True,ahlvar.com_cleaned.json
https://aiandus.ee/registreeru.php,True,Possible regex issue,True,aiandus.ee_cleaned.json
https://aidashoreditch.co.uk/account/register,True,True,True,aidashoreditch.co.uk_cleaned.json
https://ailijewelry.com/account/register,True,False,True,ailijewelry.com_cleaned.json
https://ainterol.eu/account/register,True,Possible error due to shopify CAPTCHA.,True,ainterol.eu_cleaned.json
https://app.airdata.com/main?a=register,True,True,True,airdata.com_cleaned.json
https://airestech.com/account/register,True,Possible error due to shopify CAPTCHA.,True,airestech.com_cleaned.json
https://www.airinum.com/account/register,True,True,True,airinum.com_cleaned.json
https://airkitchen.me/en/guest/register.php,True,True,True,airkitchen.me_cleaned.json
https://airportag.com/account/register,True,Possible error due to shopify CAPTCHA.,True,airportag.com_cleaned.json
https://www.airsoftatlanta.com/account/register,True,True,True,airsoftatlanta.com_cleaned.json
https://www.airsoftextreme.com/account/register/,True,Possible error due to shopify CAPTCHA.,True,airsoftextreme.com_cleaned.json
https://www.aitoc.com/customer/account/create/,True,Possible error due to shopify CAPTCHA.,True,aitoc.com_cleaned.json
https://www.ajtmh.org/signup,True,True,True,ajtmh.org_cleaned.json
https://akibaunyu.com/account/register,True,Possible error due to shopify CAPTCHA.,True,akibaunyu.com_cleaned.json
https://akidsco.com/account/register,True,True,True,akidsbookabout.com_cleaned.json
https://akidsco.com/account/register,True,True,True,akidsco.com_cleaned.json
https://akilischool.com/register,True,Possible regex issue,True,akilischool.com_cleaned.json
https://akjournals.com/signup,True,True,True,akjournals.com_cleaned.json
https://www.aknw.de/login/registrierung-buerovermittlung,True,Possible error due to shopify CAPTCHA.,True,aknw.de_cleaned.json
https://www.akpool.de/signup,True,Possible regex issue,True,akpool.de_cleaned.json
https://www.akpress.org/customer/account/create/,True,Possible error due to shopify CAPTCHA.,True,akpress.org_cleaned.json
https://www.al-rizq.com/plateforme/signup/M0uCDqxLB?utm_source=home&utm_medium=image,True,Possible regex issue,True,al-rizq.com_cleaned.json
https://www.alam.mx/web/signup,True,True,True,alam.mx_cleaned.json
https://www.alamodelabel.in/account/register,True,Possible error due to shopify CAPTCHA.,True,alamodelabel.in_cleaned.json
https://alamodeonline.com/account/register,True,Possible error due to shopify CAPTCHA.,True,alamodeonline.com_cleaned.json
https://www.alaninu.com/account/register,True,Possible error due to shopify CAPTCHA.,True,alaninu.com_cleaned.json
https://www.alarmgrid.com/signup,True,True,True,alarmgrid.com_cleaned.json
https://www.alcafashion.nl/customer/account/create/,True,Possible error due to shopify CAPTCHA.,True,alcafashion.nl_cleaned.json
https://www.alcenero.com/account/register,True,Possible error due to shopify CAPTCHA.,True,alcenero.com_cleaned.json
https://www.alchemygoods.com/account/register,True,False,True,alchemygoods.com_cleaned.json
https://aldeahome.com/account/register,True,False,True,aldeababy.com_cleaned.json
https://www.alectrofag.co.uk/account/register,True,True,True,alectrofag.co.uk_cleaned.json
https://alessi.com/account/register,True,Possible error due to shopify CAPTCHA.,True,alessi.com_cleaned.json
https://aletteblanc.jp/account/register,True,Possible error due to shopify CAPTCHA.,True,aletteblanc.jp_cleaned.json
https://alexiswalter.com/account/register,True,False,True,alexiswalterart.com_cleaned.json
https://www.alexperry.com.au/account/register,True,True,True,alexperry.com.au_cleaned.json
https://www.alexrossart.com/account/register,True,Possible error due to shopify CAPTCHA.,True,alexrossart.com_cleaned.json
https://www.alfatah.com.pk/,True,Possible error due to shopify CAPTCHA.,True,alfatah.com.pk_cleaned.json
https://typinglessonsfree.com/user/register/,True,True,True,alfatyping.com_cleaned.json
https://alfredsung.com/account/register,True,True,True,alfredsung.com_cleaned.json
https://www.algfineart.com/account/register,True,True,True,algcollective.com_cleaned.json
